"am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend"
"ITS-180634",2057,"Arctocephalus galapagoensis",NA,NA,"MAMMMARINE","EN","Decreasing"
"ITS-180635",2059,"Arctocephalus philippii",NA,NA,"MAMMMARINE","NT","Increasing"
"ITS-180659",13653,"Monachus monachus",NA,NA,"MAMMMARINE","CR","Decreasing"
"ITS-180661",13654,"Monachus schauinslandi",NA,NA,"MAMMMARINE","CR","Decreasing"
"ITS-180671",13583,"Mirounga leonina",NA,NA,"MAMMMARINE","LC","Unknown"
"ITS-612591",41711,"Eubalaena japonica",NA,133706,"MAMMMARINE","EN","Unknown"
"ITS-612591",133706,"Eubalaena japonica",41711,NA,"MAMMMARINE","CR","Unknown"
"Fis-112900",187465,"Halichoeres stigmaticus",NA,NA,"WRASSES","LC","Unknown"
"Fis-113012",46079214,"Antennablennius adenensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-113020",46079868,"Mimoblennius cirrosus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-113024",46079911,"Parablennius opercularis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-113197",187429,"Bodianus sanguineus",NA,NA,"WRASSES","LC","Unknown"
"Fis-113245",187505,"Cirrhilabrus flavidorsalis",NA,NA,"WRASSES","LC","Unknown"
"Fis-113380",48342460,"Meiacanthus abditus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-113466",48342398,"Meiacanthus crinitus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-113469",48342185,"Meiacanthus geminatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-113542",48342099,"Meiacanthus tongaensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-114176",187630,"Pictilabrus viridis",NA,NA,"WRASSES","LC","Unknown"
"Fis-115419",48342234,"Ecsenius lubbocki",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-121765",196065,"Myxine mcmillanae",NA,NA,"hagfishes","LC","Unknown"
"Fis-125999",185136,"Parablennius salensis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-126141",187499,"Choerodon zosterophorus",NA,NA,"WRASSES","LC","Unknown"
"Fis-127175",193637,"Torquigener andersonae",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-131556",196072,"Nemamyxine kreffti",NA,NA,"hagfishes","NT","Unknown"
"Fis-131591",196064,"Myxine mccoskeri",NA,NA,"hagfishes","LC","Unknown"
"Fis-131598",196068,"Myxine robinsorum",NA,NA,"hagfishes","LC","Unknown"
"Fis-131607",196017,"Eptatretus caribbeaus",NA,NA,"hagfishes","LC","Unknown"
"Fis-131620",196082,"Paramyxine fernholmi",NA,NA,"hagfishes","VU","Unknown"
"Fis-131621",196022,"Eptatretus fritzi",NA,NA,"hagfishes","LC","Unknown"
"Fis-131624",154797,"Eptatretus mendozai",NA,NA,"hagfishes","LC","Unknown"
"Fis-131708",196043,"Eptatretus sinus",NA,NA,"hagfishes","LC","Unknown"
"Fis-132096",187440,"Cirrhilabrus condei",NA,NA,"WRASSES","LC","Unknown"
"Fis-132105",187580,"Cirrhilabrus pylei",NA,NA,"WRASSES","LC","Unknown"
"Fis-132106",187770,"Cirrhilabrus walindi",NA,NA,"WRASSES","LC","Unknown"
"Fis-132342",187537,"Halichoeres orientalis",NA,NA,"WRASSES","LC","Unknown"
"Fis-132415",196025,"Eptatretus grouseri",NA,NA,"hagfishes","LC","Unknown"
"Fis-134060",193614,"Torquigener vicinus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-134084",193628,"Lagocephalus suezensis",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-134094",167006,"Takifugu ocellatus",NA,NA,"PUFFERFISH","NT","Decreasing"
"Fis-135029",187659,"Coris hewetti",NA,NA,"WRASSES","LC","Unknown"
"Fis-135071",187603,"Coris roseoviridis",NA,NA,"WRASSES","LC","Unknown"
"Fis-138294",48342258,"Parablennius cyclops",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-138523",187798,"Cirrhilabrus adornatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-139509",187595,"Centrolabrus caeruleus",NA,NA,"WRASSES","LC","Unknown"
"Fis-139756",187738,"Stethojulis terina",NA,NA,"WRASSES","LC","Unknown"
"Fis-140176",183754,"Xyrichtys mundiceps",NA,NA,"WRASSES","LC","Unknown"
"Fis-142115",187371,"Choerodon margaritiferus",NA,NA,"WRASSES","LC","Unknown"
"Fis-142137",187687,"Halichoeres chlorocephalus",NA,NA,"WRASSES","LC","Unknown"
"Fis-143520",196069,"Myxine sotoi",NA,NA,"hagfishes","VU","Unknown"
"Fis-143809",185140,"Parablennius sierraensis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-144755",48342256,"Salarias patzneri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-145041",132803,"Cephalopholis polyspila",NA,NA,"GROUPERS","LC","Unknown"
"Fis-145098",48342518,"Entomacrodus williamsi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-145099",48342356,"Entomacrodus lemuria",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-145208",190748,"Scarus trispinosus",NA,NA,"PARROTFISH","EN","Decreasing"
"Fis-145245",187415,"Cirrhilabrus earlei",NA,NA,"WRASSES","LC","Unknown"
"Fis-145250",187413,"Paracheilinus attenuatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-145261",196034,"Eptatretus menezesi",NA,NA,"hagfishes","LC","Unknown"
"Fis-145446",48342448,"Dodekablennos fraseri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-145460",48321164,"Alticus montanoi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-145524",193779,"Takifugu snyderi",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-145527",193624,"Takifugu reticularis",NA,NA,"PUFFERFISH","LC","Decreasing"
"Fis-145595",187635,"Paracheilinus flavianalis",NA,NA,"WRASSES","LC","Unknown"
"Fis-145631",48342416,"Meiacanthus fraseri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-145633",48342122,"Praealticus triangulus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-145639",196688,"Hypleurochilus multifilis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-145643",48342148,"Enchelyurus brunneolus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-146176",48342339,"Ecsenius tricolor",NA,NA,"COMBTOOTHBLENNIES","VU","Unknown"
"Fis-146270",187427,"Cirrhilabrus bathyphilus",NA,NA,"WRASSES","LC","Unknown"
"Fis-148572",165613,"Prognathodes brasiliensis",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-149115",187390,"Suezichthys caudavittatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-149493",196033,"Eptatretus mccoskeri",NA,NA,"hagfishes","LC","Unknown"
"Fis-149524",190680,"Siphonognathus caninis",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-150216",193725,"Canthigaster jamestyleri",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-150301",48342378,"Meiacanthus urostigma",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-150910",193695,"Canthigaster natalensis",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-153187",187410,"Cirrhilabrus marjorie",NA,NA,"WRASSES","LC","Unknown"
"Fis-160906",170179,"Acanthopagrus chinshira",NA,NA,"SEABREAMS_PORGIES","NT","Unknown"
"Fis-161080",187622,"Epibulus brevis",NA,NA,"WRASSES","LC","Unknown"
"Fis-161183",187543,"Cirrhilabrus cenderawasih",NA,NA,"WRASSES","LC","Unknown"
"Fis-161547",187742,"Cirrhilabrus beauperryi",NA,NA,"WRASSES","LC","Unknown"
"Fis-161602",169679,"Centropyge abei",NA,NA,"ANGELFISH","LC","Stable"
"Fis-162302",48342411,"Rhabdoblennius nigropunctatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-162910",165614,"Roa jayakari",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-163700",193799,"Canthigaster cyanospilota",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-21777",187667,"Macropharyngodon cyanoguttatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-21839",154706,"Scarus dubius",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-25103",48342499,"Cirripectes vanderbilti",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25393",178021,"Prionurus biafraensis",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-25982",48342473,"Litobranchus fowleri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25998",48342300,"Petroscirtes thepassii",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-26703",165828,"Centropyge fisheri",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26714",48342392,"Plagiotremus goslinei",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-26846",170246,"Virididentex acromegalus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-26856",170181,"Acanthopagrus palmaris",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-26857",47137303,"Archosargus pourtalesii",NA,NA,"SEABREAMS_PORGIES","NT","Unknown"
"Fis-26998",187568,"Choerodon oligacanthus",NA,NA,"WRASSES","LC","Decreasing"
"Fis-27546",185170,"Hypleurochilus langi",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-27747",155193,"Coradion melanopus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-27754",193667,"Takifugu porphyreus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-27991",165866,"Genicanthus semicinctus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-28533",183567,"Stegastes redemptus",NA,NA,"DAMSELFISH","VU","Unknown"
"Fis-28684",183925,"Sphoeroides angusticeps",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-28766",193659,"Takifugu exascurus",NA,NA,"PUFFERFISH","LC","Stable"
"Fis-28767",193772,"Takifugu stictonotus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-30135",46104052,"Hypleurochilus bermudensis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-30948",48342486,"Cirripectes hutchinsi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-30953",48342103,"Cirripectes randalli",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-31112",187560,"Paracheilinus lineopunctatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-31116",187656,"Paracheilinus angulatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-31126",187743,"Labropsis polynesica",NA,NA,"WRASSES","LC","Unknown"
"Fis-31841",132779,"Cephalopholis oligosticta",NA,NA,"GROUPERS","LC","Unknown"
"Fis-31906",165687,"Chaetodon tricinctus",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-32320",64407,"Epinephelus tuamotuensis",NA,NA,"GROUPERS","LC","Unknown"
"Fis-32477",48342349,"Ecsenius melarchus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-32478",48342269,"Ecsenius stigmatura",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-32480",180122,"Ecsenius dilemma",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-32481",48342183,"Ecsenius bimaculatus",NA,NA,"COMBTOOTHBLENNIES","LC","Decreasing"
"Fis-32519",155017,"Labroides phthirophagus",NA,NA,"WRASSES","LC","Unknown"
"Fis-32520",187447,"Cirrhilabrus jordani",NA,NA,"WRASSES","LC","Unknown"
"Fis-32544",165655,"Chaetodon multicinctus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-34196",165847,"Chaetodontoplus ballinae",NA,NA,"ANGELFISH","LC","Unknown"
"Fis-34261",165890,"Centropyge joculator",NA,NA,"ANGELFISH","LC","Stable"
"Fis-34362",165846,"Genicanthus spinus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-34870",183774,"Azurina hirundo",NA,NA,"DAMSELFISH","NT","Unknown"
"Fis-34878",183793,"Chromis intercrusma",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-34881",183452,"Chromis limbaughi",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-35234",165696,"Chaetodon nigropunctatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-35287",48342240,"Ecsenius bandanus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35316",48342278,"Ecsenius bathi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35462",155032,"Cirrhilabrus rubripinnis",NA,NA,"WRASSES","LC","Unknown"
"Fis-35466",48342373,"Meiacanthus vittatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35826",190693,"Scarus collana",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-35828",190765,"Scarus persicus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-35835",170265,"Polysteganus baissaci",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-50550",48342467,"Parablennius lodosus",NA,NA,"COMBTOOTHBLENNIES","VU","Unknown"
"Fis-51025",196039,"Eptatretus okinoseanus",NA,NA,"hagfishes","LC","Unknown"
"Fis-52206",185153,"Parablennius goreensis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-53997",187793,"Macropharyngodon moyeri",NA,NA,"WRASSES","LC","Unknown"
"Fis-54316",48342325,"Petroscirtes springeri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-54498",196030,"Eptatretus longipinnis",NA,NA,"hagfishes","VU","Unknown"
"Fis-55216",193696,"Takifugu chrysops",NA,NA,"PUFFERFISH","LC","Stable"
"Fis-58037",193697,"Canthigaster pygmaea",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-58055",165854,"Centropyge debelius",NA,NA,"ANGELFISH","LC","Stable"
"Fis-58059",154809,"Apolemichthys kingi",NA,NA,"ANGELFISH","LC","Unknown"
"Fis-58066",165618,"Chaetodon mesoleucos",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-58117",48342337,"Istiblennius unicolor",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-58715",187668,"Cirrhilabrus johnsoni",NA,NA,"WRASSES","LC","Unknown"
"Fis-58718",187425,"Conniella apterygia",NA,NA,"WRASSES","VU","Unknown"
"Fis-58789",48342449,"Ecsenius aroni",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-59764",187815,"Leptojulis polylepis",NA,NA,"WRASSES","LC","Unknown"
"Fis-60896",187790,"Halichoeres leptotaenia",NA,NA,"WRASSES","NT","Unknown"
"Fis-61194",183725,"Scartichthys variolatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-61525",48342125,"Blenniella leopardus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-61707",183587,"Sphoeroides rosenblatti",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-61834",180125,"Istiblennius colei",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-61874",48342437,"Paralticus amboinensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-61944",48342170,"Ecsenius oculatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-61949",48342237,"Ecsenius pardus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-62000",48342498,"Ecsenius alleni",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-62061",177968,"Naso caeruleacauda",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-62699",48342180,"Omox lupus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-64651",48342464,"Parablennius laticlavius",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Hol-125182",180455,"Holothuria tubulosa",NA,NA,"SEACUCUMBERS","LC","Unknown"
"Hol-241357",180329,"Holothuria sanctori",NA,NA,"SEACUCUMBERS","LC","Unknown"
"Hol-241776",180424,"Apostichopus japonicus",NA,NA,"SEACUCUMBERS","EN","Decreasing"
"Hol-242057",180476,"Stichopus naso",NA,NA,"SEACUCUMBERS","LC","Unknown"
"ITS-552928",170093,"Eunephrops cadenasi",NA,NA,"LOBSTERS","LC","Unknown"
"ITS-552933",169965,"Metanephrops australiensis",NA,NA,"LOBSTERS","LC","Decreasing"
"ITS-552938",169963,"Metanephrops mozambicus",NA,NA,"LOBSTERS","LC","Stable"
"ITS-552960",170065,"Linuparus somniosus",NA,NA,"LOBSTERS","LC","Unknown"
"ITS-552964",170010,"Palinurus delagoae",NA,NA,"LOBSTERS","LC","Unknown"
"ITS-552988",170016,"Puerulus velutinus",NA,NA,"LOBSTERS","LC","Unknown"
"ITS-553065",170095,"Thaumastocheles zaleucus",NA,NA,"LOBSTERS","LC","Unknown"
"ITS-75308",192866,"Conus sennottorum",NA,NA,"CONUS","LC","Unknown"
"ITS-75357",192798,"Conus patae",NA,NA,"CONUS","LC","Unknown"
"SLB-117486",133026,"Mycedium mancaoi",NA,NA,"CORAL2","LC","Unknown"
"SLB-155871",184996,"Stereomastis panglao",NA,NA,"LOBSTERS","LC","Unknown"
"SLB-165894",185070,"Petrarctus holthuisi",NA,NA,"LOBSTERS","LC","Unknown"
"SLB-172880",192425,"Conus flammeacolor",NA,NA,"CONUS","LC","Unknown"
"SLB-172888",192628,"Conus garciai",NA,NA,"CONUS","LC","Unknown"
"SLB-172889",192749,"Conus harlandi",NA,NA,"CONUS","LC","Unknown"
"SLB-172892",192817,"Conus kulkulcan",NA,NA,"CONUS","LC","Unknown"
"SLB-172902",192346,"Conus kalafuti",NA,NA,"CONUS","LC","Unknown"
"SLB-172939",192809,"Conus ceruttii",NA,NA,"CONUS","LC","Unknown"
"SLB-184326",192498,"Conus howelli",NA,NA,"CONUS","LC","Unknown"
"SLB-184799",185034,"Polycheles amemiyai",NA,NA,"LOBSTERS","LC","Unknown"
"SLB-184866",185089,"Biarctus pumilus",NA,NA,"LOBSTERS","LC","Unknown"
"SLB-184893",185041,"Chelarctus aureus",NA,NA,"LOBSTERS","LC","Unknown"
"SLB-184906",184997,"Eduarctus modestus",NA,NA,"LOBSTERS","LC","Unknown"
"SLB-66045",180540,"Mesothuria intestinalis",NA,NA,"SEACUCUMBERS","LC","Unknown"
"URM-Cn-4971",132927,"Leptoseris striata",NA,NA,"CORAL1","NT","Unknown"
"URM-Cn-4975",133218,"Pachyseris foliosa",NA,NA,"CORAL1","LC","Unknown"
"URM-Cn-5412",133114,"Duncanopsammia axifuga",NA,NA,"CORAL1","NT","Unknown"
"URM-Cn-5469",133235,"Turbinaria heronensis",NA,NA,"CORAL1","VU","Unknown"
"URM-Cn-5470",132916,"Turbinaria irregularis",NA,NA,"CORAL1","LC","Unknown"
"URM-Cn-5534",133631,"Erythrastrea flabellata",NA,NA,"CORAL1","NT","Decreasing"
"URM-Cn-5535",133009,"Favia albidus",NA,NA,"CORAL1","NT","Decreasing"
"URM-Cn-5542",133151,"Favia lacuna",NA,NA,"CORAL1","NT","Decreasing"
"URM-Cn-5558",132872,"Favia vietnamensis",NA,NA,"CORAL1","NT","Decreasing"
"URM-Cn-5576",133101,"Goniastrea minuta",NA,NA,"CORAL1","NT","Decreasing"
"URM-Cn-5581",133665,"Goniastrea thecata",NA,NA,"CORAL1","NT","Decreasing"
"URM-Cn-5611",132893,"Platygyra crosslandi",NA,NA,"CORAL1","NT","Decreasing"
"URM-Cn-5619",133159,"Plesiastrea devantieri",NA,NA,"CORAL1","NT","Decreasing"
"URM-Cn-5747",133044,"Cantharellus jebbi",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5759",132877,"Fungia fralinae",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5775",133008,"Fungia spinifer",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5779",132968,"Halomitra clavator",NA,NA,"CORAL2","VU","Unknown"
"URM-Cn-5784",133317,"Lithophyllon mokai",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5786",133213,"Lithophyllon undulatum",NA,NA,"CORAL2","NT","Unknown"
"URM-Cn-5789",133509,"Podabacia motuporensis",NA,NA,"CORAL2","NT","Unknown"
"URM-Cn-5794",133587,"Sandalolitha dentata",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5796",132993,"Zoopilus echinatus",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5822",132960,"Hydnophora grandis",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5829",133545,"Paraclavarina triangularis",NA,NA,"CORAL2","NT","Unknown"
"URM-Cn-5852",133490,"Acanthastrea maxima",NA,NA,"CORAL2","NT","Unknown"
"URM-Cn-5892",132962,"Symphyllia erythraea",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5904",133019,"Galaxea cryptoramosa",NA,NA,"CORAL2","VU","Unknown"
"URM-Cn-5916",133511,"Oculina patagonica",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5935",133089,"Echinophyllia patula",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5940",133316,"Mycedium robokaki",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5945",133582,"Oxypora crassispinosa",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5952",132871,"Pectinia elongata",NA,NA,"CORAL2","NT","Unknown"
"URM-Cn-5980",133637,"Pocillopora indiania",NA,NA,"CORAL2","VU","Unknown"
"URM-Cn-5986",133534,"Pocillopora zelli",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5991",133659,"Stylophora kuehlmanni",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5993",133169,"Stylophora mamillata",NA,NA,"CORAL2","LC","Unknown"
"URM-Cn-5996",133251,"Stylophora wellsi",NA,NA,"CORAL2","NT","Unknown"
"URM-Cn-5997",133332,"Alveopora allingi",NA,NA,"CORAL2","VU","Unknown"
"URM-Cn-6008",133156,"Alveopora verrilliana",NA,NA,"CORAL2","VU","Unknown"
"URM-Cn-6033",132879,"Goniopora tenella",NA,NA,"CORAL2","NT","Unknown"
"URM-Cn-6131",133529,"Horastrea indica",NA,NA,"CORAL2","VU","Unknown"
