"ASD","yr","ScientificName","ct"
"481",2006,"Trematomus bernacchii",6.79
"481",2006,"Trematomus eulepidotus",156.647
"481",2006,"Trematomus loennbergii",0.257
"481",2006,"Trematomus newnesi",159.544
"481",2006,"Trematomus pennellii",4.413
"481",2006,"Trematomus scotti",0.493
"481",2006,"Trematomus tokarevi",4.211
"481",2007,"Aethotaxis mitopteryx",1.43
"481",2007,"Anotopterus pharao",0.607
"481",2007,"Artedidraco skottsbergi",0.299
"481",2007,"Bathyraja maccaini",95.843
"481",2007,"Bathyraja spp",21.254
"481",2007,"Chaenocephalus aceratus",242.163
"481",2007,"Champsocephalus gunnari",758.015
"481",2007,"Chionodraco myersi",0.19
"481",2007,"Dissostichus mawsoni",33.934
"481",2007,"Gymnodraco acuticeps",7.68
"481",2007,"Gymnoscopelus braueri",0.096
"481",2007,"Gymnoscopelus nicholsi",10.76
"481",2007,"Harpagifer antarcticus",0.032
"481",2007,"Lycodichthys antarcticus",0.05
"481",2007,"Macrourus holotrachys",0.062
"481",2007,"Muraenolepis microps",5.874
"481",2007,"Notolepis coatsi",0.096
"481",2007,"Notothenia gibberifrons",3226.235
"481",2007,"Notothenia squamifrons",32.55
"481",2007,"Ophthalmolycus amberensis",8.664
"481",2007,"Pachycara brachycephalum",1.059
"481",2007,"Pagetopsis macropterus",4.641
"481",2007,"Parachaenichthys charcoti",2.875
"481",2007,"Paradiplospinus gracilis",0.166
"481",2007,"Paraliparis spp",0.002
"481",2007,"Pleuragramma antarcticum",4.049
"481",2007,"Pogonophryne phyllopogon",0.011
"481",2007,"Pogonophryne spp",0.053
"481",2007,"Prionodraco evansii",0.022
"481",2007,"Protomyctophum spp",0.013
"481",2007,"Pseudochaenichthys georgianus",24.073
"481",2007,"Racovitzia glacialis",0.22
"481",2007,"Trematomus bernacchii",4.358
"481",2007,"Trematomus eulepidotus",66.57
"481",2007,"Trematomus loennbergii",0.009
"481",2007,"Trematomus newnesi",17.73
"481",2007,"Trematomus nicolai",2.928
"481",2007,"Trematomus scotti",0.705
"481",2010,"Dissostichus mawsoni",0.0079
"481",2010,"Protomyctophum spp",0.002
"481",2011,"Anotopterus pharao",0.704
"481",2011,"Champsocephalus gunnari",19
"481",2011,"Pleuragramma antarcticum",28
"481",2012,"Aethotaxis mitopteryx",0.3
"481",2012,"Anotopterus pharao",47
"481",2012,"Antimora rostrata",13
"481",2012,"Artedidraco skottsbergi",0.1
"481",2012,"Bathyraja eatonii",8.8
"481",2012,"Bathyraja maccaini",54.5
"481",2012,"Bathyraja spp",9.7
"481",2012,"Chaenocephalus aceratus",538.23
"481",2012,"Champsocephalus gunnari",8081.3
"481",2012,"Chionobathyscus dewitti",0.2
"481",2012,"Dissostichus mawsoni",124.4
"481",2012,"Gymnoscopelus braueri",0.1
"481",2012,"Gymnoscopelus nicholsi",97.3
"481",2012,"Harpagifer antarcticus",0.1
"481",2012,"Lycodichthys antarcticus",0.3
"481",2012,"Muraenolepis microps",10
"481",2012,"Notothenia gibberifrons",1655.5
"481",2012,"Ophthalmolycus amberensis",5
"481",2012,"Osteichthyes",0.005
"481",2012,"Pachycara brachycephalum",1.1
"481",2012,"Pagetopsis macropterus",0.4
"481",2012,"Pagothenia hansoni",6.6
"481",2012,"Parachaenichthys charcoti",2
"481",2012,"Paradiplospinus gracilis",0.3
"481",2012,"Paraliparis spp",0.2
"481",2012,"Pleuragramma antarcticum",32.5
"481",2012,"Pogonophryne marmorata",0.2
"481",2012,"Pogonophryne scotti",0.5
"481",2012,"Pogonophryne spp",0.7
"481",2012,"Pseudochaenichthys georgianus",41.7
"481",2012,"Racovitzia glacialis",0.6
"481",2012,"Trematomus bernacchii",6.8
"481",2012,"Trematomus eulepidotus",52.4
"481",2012,"Trematomus newnesi",1.7
"482",1977,"Dissostichus eleginoides",5000
"482",1977,"Osteichthyes",11000
"482",1977,"Pseudochaenichthys georgianus",10000
"482",1978,"Chaenocephalus aceratus",211000
"482",1978,"Champsocephalus gunnari",138895000
"482",1978,"Dissostichus eleginoides",90000
"482",1978,"Notothenia gibberifrons",75000
"482",1978,"Notothenia squamifrons",9000
"482",1978,"Osteichthyes",217000
"482",1978,"Pseudochaenichthys georgianus",649000
"482",1978,"Rajiformes",4000
"482",1979,"Champsocephalus gunnari",21439000
"482",1979,"Channichthyidae",243000
"482",1979,"Dissostichus eleginoides",37000
"482",1979,"Notothenia gibberifrons",2598000
"482",1979,"Osteichthyes",133000
"482",1979,"Pseudochaenichthys georgianus",599000
"482",1980,"Champsocephalus gunnari",5234000
"482",1980,"Channichthyidae",1668000
"482",1980,"Dissostichus eleginoides",4000
"482",1980,"Micromesistius australis",36000
"482",1980,"Myctophidae",33000
"482",1980,"Notothenia gibberifrons",1416000
"482",1980,"Osteichthyes",501000
"482",1980,"Pseudochaenichthys georgianus",2388000
"482",1980,"Rajiformes",6000
"482",1981,"Champsocephalus gunnari",1858000
"482",1981,"Dissostichus eleginoides",83000
"482",1981,"Notothenia gibberifrons",178000
"482",1981,"Notothenia squamifrons",41000
"482",1981,"Osteichthyes",2770000
"482",1981,"Pseudochaenichthys georgianus",30000
"482",1982,"Champsocephalus gunnari",557000
"482",1982,"Dissostichus eleginoides",30000
"482",1982,"Myctophidae",317000
"482",1982,"Notothenia gibberifrons",589000
"482",1982,"Osteichthyes",2181000
"482",1983,"Champsocephalus gunnari",5948000
"482",1983,"Notothenia gibberifrons",7001000
"482",1983,"Notothenia squamifrons",4000
"482",1983,"Osteichthyes",13233000
"482",1983,"Pleuragramma antarcticum",110000
"482",1984,"Champsocephalus gunnari",4499000
"482",1984,"Notothenia gibberifrons",2499000
"482",1984,"Osteichthyes",505000
"482",1985,"Champsocephalus gunnari",2361000
"482",1985,"Dissostichus eleginoides",9000
"482",1985,"Notothenia gibberifrons",5383000
"482",1985,"Notothenia squamifrons",194000
"482",1985,"Osteichthyes",622000
"482",1986,"Champsocephalus gunnari",2711000
"482",1986,"Notothenia gibberifrons",341000
"482",1987,"Channichthyidae",1000
"482",1987,"Notothenia gibberifrons",3000
"482",1987,"Osteichthyes",1000
"482",1988,"Champsocephalus gunnari",1336000
"482",1988,"Notothenia gibberifrons",4511000
"482",1989,"Champsocephalus gunnari",659000
"482",1989,"Notothenia gibberifrons",586000
"482",1990,"Champsocephalus gunnari",2401000
"482",1990,"Notothenia gibberifrons",313000
"482",1991,"Chaenocephalus aceratus",4505
"482",1991,"Champsocephalus gunnari",13871
"482",1991,"Channichthyidae",13
"482",1991,"Dissostichus eleginoides",4
"482",1991,"Myctophidae",240
"482",1991,"Notothenia gibberifrons",9103
"482",1991,"Notothenia neglecta",309
"482",1991,"Osteichthyes",55
"482",1991,"Pleuragramma antarcticum",3
"482",1991,"Pseudochaenichthys georgianus",5392
"482",1991,"Rajiformes",50
"482",1992,"Euphausia superba",117802000
"482",1993,"Euphausia superba",12670000
"482",1994,"Chaenocephalus aceratus",31
"482",1994,"Champsocephalus gunnari",1
"482",1994,"Euphausia superba",19259000
"482",1994,"Notothenia gibberifrons",37
"482",1994,"Pseudochaenichthys georgianus",1
"482",1995,"Euphausia superba",48833400
"482",1996,"Euphausia superba",2734000
"482",1997,"Euphausia superba",98500
"482",1998,"Dissostichus eleginoides",32
"482",1998,"Euphausia superba",6673000
"482",1998,"Osteichthyes",4
"482",1998,"Rajiformes",77
"482",1999,"Chaenocephalus aceratus",1454
"482",1999,"Champsocephalus gunnari",502
"482",1999,"Channichthyidae",279
"482",1999,"Dissostichus mawsoni",2
"482",1999,"Euphausia superba",62076767
"482",1999,"Myctophidae",42
"482",1999,"Notothenia gibberifrons",5062
"482",1999,"Notothenia neglecta",44
"482",1999,"Notothenia squamifrons",5023
"482",1999,"Osteichthyes",59
"482",1999,"Pseudochaenichthys georgianus",2583
"482",1999,"Rajiformes",75
"482",1999,"Trematomus spp",90
"482",2000,"Dissostichus eleginoides",36000
"482",2000,"Euphausia superba",16891000
"482",2001,"Euphausia superba",4980800
"482",2002,"Euphausia superba",72059557
"482",2003,"Euphausia superba",15426786
"482",2004,"Euphausia superba",46455659
"482",2005,"Champsocephalus gunnari",510
"482",2005,"Euphausia superba",73494049.5
"482",2008,"Champsocephalus gunnari",2.1
"482",2009,"Pseudochaenichthys georgianus",600
"482",2010,"Chaenocephalus aceratus",0.101
"482",2010,"Dissostichus mawsoni",19
"482",2010,"Pseudochaenichthys georgianus",0.14
"482",2011,"Chaenocephalus aceratus",0.0248
"482",2011,"Champsocephalus gunnari",8.57
"482",2011,"Channichthyidae",0.18
"482",2011,"Dissostichus mawsoni",2.0682
"482",2011,"Notolepis coatsi",309
"482",2011,"Protomyctophum bolini",152
"482",2011,"Salpidae",2
"482",2012,"Channichthyidae",8
"482",2012,"Gymnoscopelus nicholsi",0.02
"483",1971,"Champsocephalus gunnari",10701000
"483",1971,"Osteichthyes",1454000
"483",1972,"Champsocephalus gunnari",551000
"483",1972,"Notothenia squamifrons",35000
"483",1972,"Osteichthyes",27000
"483",1973,"Champsocephalus gunnari",1830000
"483",1973,"Notothenia squamifrons",765000
"483",1974,"Champsocephalus gunnari",254000
"483",1974,"Osteichthyes",493000
"483",1975,"Champsocephalus gunnari",746000
"483",1975,"Notothenia squamifrons",1900000
"483",1975,"Osteichthyes",1407000
"483",1976,"Champsocephalus gunnari",12290000
"483",1976,"Notothenia gibberifrons",4999000
"483",1976,"Notothenia rossii",10753000
"483",1976,"Notothenia squamifrons",5e+05
"483",1976,"Osteichthyes",190000
"483",1977,"Chaenocephalus aceratus",494000
"483",1977,"Champsocephalus gunnari",93595000
"483",1977,"Dissostichus eleginoides",497000
"483",1977,"Notothenia gibberifrons",4386000
"483",1977,"Notothenia rossii",8574000
"483",1977,"Notothenia squamifrons",2937000
"483",1977,"Osteichthyes",15522000
"483",1977,"Pseudochaenichthys georgianus",2775000
"483",1978,"Chaenocephalus aceratus",2307000
"483",1978,"Champsocephalus gunnari",7472000
"483",1978,"Dissostichus eleginoides",649000
"483",1978,"Notothenia gibberifrons",13353000
"483",1978,"Notothenia rossii",4097000
"483",1978,"Osteichthyes",302000
"483",1978,"Pseudochaenichthys georgianus",12743000
"483",1978,"Rajiformes",4000
"483",1979,"Chaenocephalus aceratus",828000
"483",1979,"Champsocephalus gunnari",809000
"483",1979,"Dissostichus eleginoides",219000
"483",1979,"Notothenia gibberifrons",6150000
"483",1979,"Notothenia rossii",972000
"483",1979,"Osteichthyes",481000
"483",1979,"Pseudochaenichthys georgianus",758000
"483",1979,"Rajiformes",156000
"483",1980,"Chaenocephalus aceratus",1247000
"483",1980,"Champsocephalus gunnari",8795000
"483",1980,"Channichthyidae",917000
"483",1980,"Dissostichus eleginoides",1e+05
"483",1980,"Myctophidae",505000
"483",1980,"Notothenia gibberifrons",6855000
"483",1980,"Notothenia rossii",24621000
"483",1980,"Notothenia squamifrons",272000
"483",1980,"Osteichthyes",5064000
"483",1980,"Pseudochaenichthys georgianus",1289000
"483",1980,"Rajiformes",127000
"483",1981,"Chaenocephalus aceratus",303000
"483",1981,"Champsocephalus gunnari",27903000
"483",1981,"Channichthyidae",3637000
"483",1981,"Dissostichus eleginoides",175000
"483",1981,"Notothenia gibberifrons",3395000
"483",1981,"Notothenia rossii",978000
"483",1981,"Notothenia squamifrons",544000
"483",1981,"Osteichthyes",7233000
"483",1981,"Pseudochaenichthys georgianus",488000
"483",1981,"Rajiformes",55000
"483",1982,"Chaenocephalus aceratus",676000
"483",1982,"Champsocephalus gunnari",54040000
"483",1982,"Dissostichus eleginoides",324000
"483",1982,"Notothenia gibberifrons",2605000
"483",1982,"Notothenia rossii",1100000
"483",1982,"Notothenia squamifrons",812000
"483",1982,"Osteichthyes",5336000
"483",1982,"Pseudochaenichthys georgianus",956000
"483",1982,"Rajiformes",1000
"483",1983,"Chaenocephalus aceratus",3000
"483",1983,"Champsocephalus gunnari",178824000
"483",1983,"Dissostichus eleginoides",218000
"483",1983,"Myctophidae",1767000
"483",1983,"Notothenia gibberifrons",419000
"483",1983,"Notothenia rossii",1220000
"483",1983,"Osteichthyes",14519900
"483",1983,"Pseudochaenichthys georgianus",16000
"483",1984,"Chaenocephalus aceratus",1196000
"483",1984,"Champsocephalus gunnari",35743000
"483",1984,"Channichthyidae",54000
"483",1984,"Dissostichus eleginoides",268000
"483",1984,"Myctophidae",1158000
"483",1984,"Notothenia gibberifrons",4652000
"483",1984,"Notothenia rossii",4124000
"483",1984,"Notothenia squamifrons",1264000
"483",1984,"Osteichthyes",3820900
"483",1984,"Pseudochaenichthys georgianus",1967000
"483",1984,"Rajiformes",47000
"483",1985,"Chaenocephalus aceratus",105000
"483",1985,"Champsocephalus gunnari",628000
"483",1985,"Dissostichus eleginoides",521000
"483",1985,"Myctophidae",1021000
"483",1985,"Notothenia gibberifrons",1115000
"483",1985,"Notothenia rossii",446000
"483",1985,"Notothenia squamifrons",66000
"483",1985,"Osteichthyes",1020000
"483",1985,"Pseudochaenichthys georgianus",23000
"483",1985,"Rajiformes",13000
"483",1986,"Chaenocephalus aceratus",412000
"483",1986,"Champsocephalus gunnari",21007617
"483",1986,"Dissostichus eleginoides",733077
"483",1986,"Myctophidae",1789000
"483",1986,"Notothenia gibberifrons",2848159
"483",1986,"Notothenia rossii",264400
"483",1986,"Notothenia squamifrons",153012
"483",1986,"Osteichthyes",1149003
"483",1986,"Pseudochaenichthys georgianus",135000
"483",1986,"Rajiformes",7814
"483",1987,"Chaenocephalus aceratus",489244
"483",1987,"Champsocephalus gunnari",80585989
"483",1987,"Dissostichus eleginoides",1953717
"483",1987,"Myctophidae",8997005
"483",1987,"Notothenia gibberifrons",5058284
"483",1987,"Notothenia rossii",65410
"483",1987,"Notothenia squamifrons",1362808
"483",1987,"Osteichthyes",1642535
"483",1987,"Pseudochaenichthys georgianus",305286
"483",1987,"Rajiformes",224
"483",1988,"Chaenocephalus aceratus",154987
"483",1988,"Champsocephalus gunnari",36054192
"483",1988,"Dissostichus eleginoides",876196
"483",1988,"Myctophidae",29016000
"483",1988,"Notothenia gibberifrons",1875146
"483",1988,"Notothenia rossii",295309
"483",1988,"Notothenia squamifrons",718050
"483",1988,"Osteichthyes",783341
"483",1988,"Pseudochaenichthys georgianus",214623
"483",1988,"Rajiformes",297
"483",1989,"Chaenocephalus aceratus",730
"483",1989,"Champsocephalus gunnari",2640
"483",1989,"Dissostichus eleginoides",7060060
"483",1989,"Martialia hyadesi",8230
"483",1989,"Myctophidae",6530000
"483",1989,"Notothenia gibberifrons",1210
"483",1989,"Notothenia rossii",240
"483",1989,"Notothenia squamifrons",440030
"483",1989,"Osteichthyes",44590
"483",1989,"Pseudochaenichthys georgianus",1250
"483",1990,"Chaenocephalus aceratus",1510
"483",1990,"Champsocephalus gunnari",8134660
"483",1990,"Dissostichus eleginoides",6784550
"483",1990,"Myctophidae",130
"483",1990,"Notothenia gibberifrons",11490
"483",1990,"Notothenia rossii",2140
"483",1990,"Notothenia squamifrons",24140
"483",1990,"Osteichthyes",2090
"483",1990,"Pseudochaenichthys georgianus",680
"483",1990,"Rajiformes",130
"483",1991,"Chaenocephalus aceratus",1520
"483",1991,"Champsocephalus gunnari",44390
"483",1991,"Dissostichus eleginoides",1756400
"483",1991,"Notothenia gibberifrons",3260
"483",1991,"Notothenia rossii",520
"483",1991,"Notothenia squamifrons",200
"483",1991,"Osteichthyes",250
"483",1991,"Pseudochaenichthys georgianus",1600
"483",1991,"Rajiformes",160
"483",1992,"Chaenocephalus aceratus",1530
"483",1992,"Champsocephalus gunnari",5270
"483",1992,"Dissostichus eleginoides",3808968
"483",1992,"Notothenia gibberifrons",3570
"483",1992,"Notothenia squamifrons",130
"483",1992,"Osteichthyes",530
"483",1992,"Paralomis spinosissima",299343
"483",1992,"Pseudochaenichthys georgianus",1700
"483",1992,"Rajiformes",1572
"483",1993,"Dissostichus eleginoides",3019936
"483",1993,"Myctophidae",114000
"483",1994,"Chaenocephalus aceratus",1949
"483",1994,"Champsocephalus gunnari",12905
"483",1994,"Dissostichus eleginoides",657833
"483",1994,"Mancopsetta maculata",2
"483",1994,"Muraenolepis microps",14
"483",1994,"Myctophidae",6
"483",1994,"Notothenia gibberifrons",3990
"483",1994,"Notothenia squamifrons",196
"483",1994,"Osteichthyes",13
"483",1994,"Parachaenichthys georgianus",21
"483",1994,"Paralithodes spp",79
"483",1994,"Pseudochaenichthys georgianus",949
"483",1994,"Raja georgiana",53
"483",1994,"Rajiformes",11975
"483",1994,"Scorpaenidae",2
"483",1995,"Antimora rostrata",826
"483",1995,"Chaenocephalus aceratus",302
"483",1995,"Champsocephalus gunnari",9870
"483",1995,"Dissostichus eleginoides",3370828
"483",1995,"Notothenia gibberifrons",501
"483",1995,"Osteichthyes",9566
"483",1995,"Paralomis spinosissima",283000
"483",1995,"Rajiformes",90336
"483",1996,"Antimora rostrata",200
"483",1996,"Dissostichus eleginoides",3601504
"483",1996,"Martialia hyadesi",52000
"483",1996,"Paralomis spinosissima",213629
"483",1996,"Rajiformes",44933
"483",1997,"Antimora rostrata",1725
"483",1997,"Dissostichus eleginoides",3812124
"483",1997,"Martialia hyadesi",81075
"483",1997,"Paralomis spinosissima",433
"483",1997,"Rajiformes",31900
"483",1998,"Antimora rostrata",605
"483",1998,"Champsocephalus gunnari",6170
"483",1998,"Dissostichus eleginoides",3201169
"483",1998,"Lithodidae",129
"483",1998,"Osteichthyes",6693
"483",1998,"Rajiformes",8943
"483",1999,"Antimora rostrata",26
"483",1999,"Chaenocephalus aceratus",41
"483",1999,"Champsocephalus gunnari",264942
"483",1999,"Dissostichus eleginoides",3626802
"483",1999,"Elasmobranchii",133
"483",1999,"Lithodes spp",11
"483",1999,"Lithodidae",80
"483",1999,"Muraenolepis spp",15
"483",1999,"Myctophidae",5120
"483",1999,"Notothenia gibberifrons",33
"483",1999,"Paralithodes spp",73
"483",1999,"Paralomis aculeata",12
"483",1999,"Paralomis spinosissima",196
"483",1999,"Pseudochaenichthys georgianus",134
"483",1999,"Rajiformes",17433
"483",2000,"Bathyraja meridionalis",173
"483",2000,"Bothidae",1
"483",2000,"Chaenocephalus aceratus",407
"483",2000,"Champsocephalus gunnari",4113584
"483",2000,"Dissostichus eleginoides",4904322
"483",2000,"Gymnoscopelus nicholsi",189
"483",2000,"Lithodidae",6
"483",2000,"Mancopsetta maculata",2
"483",2000,"Medusae",4639
"483",2000,"Muraenolepis microps",7
"483",2000,"Muraenolepis spp",13
"483",2000,"Myctophidae",67485
"483",2000,"Notothenia gibberifrons",668
"483",2000,"Notothenia squamifrons",4936
"483",2000,"Nototheniops larseni",18
"483",2000,"Parachaenichthys georgianus",9
"483",2000,"Paralomis spinosissima",294
"483",2000,"Pareledone spp",6
"483",2000,"Pseudochaenichthys georgianus",376
"483",2000,"Raja georgiana",226
"483",2000,"Rajiformes",488
"483",2001,"Antimora rostrata",49
"483",2001,"Bathyraja eatonii",284
"483",2001,"Champsocephalus gunnari",959620
"483",2001,"Channichthyidae",193
"483",2001,"Dissostichus eleginoides",4046807
"483",2001,"Illex argentinus",17800
"483",2001,"Martialia hyadesi",2151
"483",2001,"Notothenia gibberifrons",101
"483",2001,"Paralomis spinosissima",3541
"483",2001,"Pseudochaenichthys georgianus",6041
"483",2001,"Rajiformes",13367
"483",2002,"Chaenocephalus aceratus",5063
"483",2002,"Champsocephalus gunnari",2667058
"483",2002,"Channichthyidae",366
"483",2002,"Coryphaenoides rupestris",9100
"483",2002,"Dissostichus eleginoides",5742461
"483",2002,"Gymnoscopelus nicholsi",57
"483",2002,"Halaelurus canescens",19
"483",2002,"Illex argentinus",48600
"483",2002,"Medusae",120
"483",2002,"Muraenolepis microps",29
"483",2002,"Notothenia gibberifrons",1283
"483",2002,"Notothenia rossii",5693
"483",2002,"Notothenia squamifrons",64
"483",2002,"Nototheniops larseni",16
"483",2002,"Osteichthyes",1360
"483",2002,"Paralomis spinosissima",55524
"483",2002,"Pseudochaenichthys georgianus",6083
"483",2003,"Antimora rostrata",3702
"483",2003,"Asteroidea",1
"483",2003,"Bathyraja meridionalis",20
"483",2003,"Chaenocephalus aceratus",1000
"483",2003,"Champsocephalus gunnari",1986160
"483",2003,"Dissostichus eleginoides",7528442
"483",2003,"Invertebrata",134
"483",2003,"Lithodidae",713
"483",2003,"Macrourus holotrachys",12
"483",2003,"Muraenolepis microps",1
"483",2003,"Muraenolepis spp",4
"483",2003,"Paralomis aculeata",216
"483",2003,"Paralomis spinosissima",59
"483",2003,"Porifera",2
"483",2003,"Pseudochaenichthys georgianus",5000
"483",2003,"Raja georgiana",663
"483",2003,"Rajiformes",16561
"483",2004,"Antimora rostrata",9028
"483",2004,"Callorhinchidae",5960
"483",2004,"Chaenocephalus aceratus",188
"483",2004,"Champsocephalus gunnari",2683406
"483",2004,"Dissostichus eleginoides",4497151
"483",2004,"Elasmobranchii",36
"483",2004,"Lithodidae",258
"483",2004,"Paralomis aculeata",4
"483",2004,"Pseudochaenichthys georgianus",1552
"483",2004,"Rajiformes",35061
"483",2005,"Antimora rostrata",18743
"483",2005,"Asteroidea",1
"483",2005,"Chaenocephalus aceratus",1800.48
"483",2005,"Champsocephalus gunnari",200272.5
"483",2005,"Channichthyidae",6
"483",2005,"Dissostichus eleginoides",3034148
"483",2005,"Lithodidae",285
"483",2005,"Medusae",53
"483",2005,"Muraenolepis marmoratus",47.385
"483",2005,"Muraenolepis spp",2
"483",2005,"Myctophidae",1145
"483",2005,"Notothenia rossii",108
"483",2005,"Nototheniops larseni",235
"483",2005,"Parachaenichthys georgianus",0.1
"483",2005,"Paralomis spinosissima",22
"483",2005,"Pseudochaenichthys georgianus",25045.445
"483",2005,"Raja georgiana",182.39
"483",2005,"Rajiformes",8399
"483",2006,"Antimora rostrata",33241.49
"483",2006,"Chaenocephalus aceratus",63
"483",2006,"Champsocephalus gunnari",2169061
"483",2006,"Channichthyidae",503.05
"483",2006,"Dissostichus eleginoides",3535181.2
"483",2006,"Invertebrata",10.5
"483",2006,"Lithodidae",1200.46
"483",2006,"Notothenia rossii",1197
"483",2006,"Pseudochaenichthys georgianus",5513.9
"483",2006,"Rajiformes",7255.64
"483",2007,"Adelieledone polymorpha",6.554999985
"483",2007,"Antimora rostrata",26374.42
"483",2007,"Artedidraco mirus",0.236999999
"483",2007,"Chaenocephalus aceratus",381.4560023
"483",2007,"Champsocephalus gunnari",4345157.323873
"483",2007,"Dissostichus eleginoides",3538948.96299863
"483",2007,"Gymnoscopelus nicholsi",1.649999958
"483",2007,"Invertebrata",97.5
"483",2007,"Lamna nasus",100
"483",2007,"Lithodidae",314.05
"483",2007,"Mancopsetta maculata",23.440999684
"483",2007,"Medusae",529.4800002
"483",2007,"Mollusca",0.5
