"ASD","yr","ScientificName","ct"
"881",1986,"Euphausia superba",1931000
"881",1987,"Euphausia superba",363000
"881",1990,"Euphausia superba",658000
"881",1991,"Euphausia superba",3000
"881",1998,"Antimora rostrata",161
"881",1998,"Calamus spp",2
"881",1998,"Channichthyidae",87
"881",1998,"Dissostichus eleginoides",516
"881",1998,"Dissostichus mawsoni",41002
"881",1998,"Lithodidae",5
"881",1998,"Muraenolepis spp",273
"881",1998,"Nototheniidae",131
"881",1998,"Paralomis aculeata",1
"881",1998,"Rajiformes",4804
"881",1999,"Antimora rostrata",20
"881",1999,"Bathyraja spp",820
"881",1999,"Channichthyidae",180
"881",1999,"Dissostichus mawsoni",296050
"881",1999,"Macrourus carinatus",19550
"881",1999,"Muraenolepis microps",3650
"881",1999,"Muraenolepis spp",740
"881",1999,"Nototheniidae",220
"881",1999,"Raja georgiana",11300
"881",1999,"Raja spp",5640
"881",2000,"Antimora rostrata",281
"881",2000,"Chaenocephalus aceratus",10
"881",2000,"Channichthyidae",310
"881",2000,"Dissostichus eleginoides",260
"881",2000,"Dissostichus mawsoni",750580
"881",2000,"Macrourus carinatus",65260
"881",2000,"Muraenolepis microps",4788
"881",2000,"Muraenolepis spp",1740
"881",2000,"Nototheniidae",10
"881",2000,"Pogonophryne permitini",10
"881",2000,"Raja georgiana",36070
"881",2000,"Rajiformes",30
"881",2001,"Antimora rostrata",4039
"881",2001,"Asteroidea",2389
"881",2001,"Channichthyidae",2596
"881",2001,"Dissostichus eleginoides",34085
"881",2001,"Dissostichus mawsoni",625661
"881",2001,"Muraenolepis microps",41
"881",2001,"Muraenolepis spp",3238
"881",2001,"Nototheniidae",1106
"881",2001,"Pogonophryne permitini",40
"881",2001,"Raja georgiana",6970
"881",2002,"Antimora rostrata",3180
"881",2002,"Asteroidea",20
"881",2002,"Channichthyidae",1680
"881",2002,"Dissostichus eleginoides",12080
"881",2002,"Dissostichus mawsoni",1312644
"881",2002,"Lithodes murrayi",10
"881",2002,"Macrourus carinatus",90
"881",2002,"Muraenolepis microps",500
"881",2002,"Muraenolepis spp",4810
"881",2002,"Nototheniidae",40
"881",2002,"Octopodidae",40
"881",2002,"Pogonophryne permitini",20
"881",2002,"Raja georgiana",23900
"881",2003,"Antimora rostrata",6131
"881",2003,"Asteroidea",72
"881",2003,"Channichthyidae",3117
"881",2003,"Dissostichus eleginoides",26038
"881",2003,"Dissostichus mawsoni",1805425
"881",2003,"Lithodidae",10.58
"881",2003,"Muraenolepis microps",931
"881",2003,"Muraenolepis spp",795
"881",2003,"Nototheniidae",636
"881",2003,"Octopodidae",146
"881",2003,"Pogonophryne permitini",6
"881",2003,"Raja georgiana",17196
"881",2004,"Antimora rostrata",10447
"881",2004,"Ascidiacea",1
"881",2004,"Asteroidea",11.2
"881",2004,"Bathyraja irrasa",2040
"881",2004,"Bathyraja maccaini",20
"881",2004,"Bathyraja murrayi",18
"881",2004,"Caelorinchus marinii",210
"881",2004,"Chaenocephalus aceratus",24
"881",2004,"Channichthyidae",3896
"881",2004,"Chionobathyscus dewitti",199
"881",2004,"Chionodraco hamatus",1
"881",2004,"Chionodraco myersi",187
"881",2004,"Dissostichus eleginoides",12757
"881",2004,"Dissostichus mawsoni",2184068
"881",2004,"Invertebrata",182
"881",2004,"Lampris immaculatus",32
"881",2004,"Lithodes murrayi",2.2
"881",2004,"Lithodidae",9
"881",2004,"Macrourus carinatus",103
"881",2004,"Moridae",8
"881",2004,"Muraenolepis marmoratus",17
"881",2004,"Muraenolepis microps",3533
"881",2004,"Muraenolepis spp",10008
"881",2004,"Nototheniidae",384
"881",2004,"Octopodidae",38
"881",2004,"Ophiuroidea",2
"881",2004,"Pogonophryne permitini",15
"881",2004,"Pogonophryne spp",14
"881",2004,"Porifera",8
"881",2004,"Raja georgiana",12707
"881",2004,"Raja georgiana var.",251
"881",2004,"Raja taaf",55
"881",2004,"Rajiformes",10595
"881",2005,"Actiniaria",33.3
"881",2005,"Antimora rostrata",9414.54
"881",2005,"Artedidraco spp",5.9
"881",2005,"Asteroidea",171.46
"881",2005,"Bathyraja spp",2990
"881",2005,"Cephalopoda",29.3
"881",2005,"Channichthyidae",2165.48
"881",2005,"Dissostichus eleginoides",6978.26
"881",2005,"Dissostichus mawsoni",3097983.4385
"881",2005,"Invertebrata",2068.01
"881",2005,"Lampris immaculatus",27.5
"881",2005,"Lithodidae",7.1
"881",2005,"Muraenolepis microps",822.95
"881",2005,"Muraenolepis spp",6358.16
"881",2005,"Nototheniidae",169.13
"881",2005,"Octopodidae",15.84
"881",2005,"Ophiuroidea",53.9
"881",2005,"Pleuragramma antarcticum",150
"881",2005,"Pogonophryne permitini",2.6
"881",2005,"Porifera",0.63
"881",2005,"Pseudochaenichthys georgianus",60
"881",2005,"Raja georgiana",35016.84
"881",2005,"Raja spp",1484.4
"881",2005,"Rajiformes",22107.75
"881",2006,"Actiniaria",4.95
"881",2006,"Anthozoa",0.2
"881",2006,"Antimora rostrata",1523.5
"881",2006,"Artedidraconidae",0.51
"881",2006,"Ascidiacea",0.25
"881",2006,"Asteroidea",429.45
"881",2006,"Bathyraja spp",46.5
"881",2006,"Champsocephalus gunnari",121.5
"881",2006,"Channichthyidae",3306.645
"881",2006,"Dissostichus eleginoides",1293.72
"881",2006,"Dissostichus mawsoni",2968190.287
"881",2006,"Invertebrata",33.44
"881",2006,"Isopoda",0.03
"881",2006,"Lepidion spp",22.5
"881",2006,"Lithodidae",5.01
"881",2006,"Macrourus holotrachys",18.5
"881",2006,"Moridae",29
"881",2006,"Muraenolepis microps",214.47
"881",2006,"Muraenolepis spp",4836.689
"881",2006,"Nototheniidae",98.26
"881",2006,"Octopodidae",7.85
"881",2006,"Pogonophryne permitini",3.15
"881",2006,"Porifera",1.39
"881",2006,"Pycnogonida",0.01
"881",2006,"Raja georgiana",878.164
"881",2006,"Raja spp",50
"881",2006,"Rajiformes",3209.01
"881",2007,"Antimora rostrata",4203.39
"881",2007,"Asteroidea",861.7
"881",2007,"Bathyraja eatonii",334.06
"881",2007,"Bathyraja maccaini",7
"881",2007,"Bathyraja meridionalis",2.8
"881",2007,"Bathyraja spp",1.34
"881",2007,"Channichthyidae",14846.54
"881",2007,"Chionobathyscus dewitti",1119.47
"881",2007,"Coryphaenoides armatus",2.33
"881",2007,"Dissostichus eleginoides",11956.72
"881",2007,"Dissostichus mawsoni",3078743.1422
"881",2007,"Invertebrata",389.6
"881",2007,"Lepidion spp",11.7
"881",2007,"Liparididae",0.4
"881",2007,"Lithodes murrayi",1.6
"881",2007,"Lithodidae",25.48
"881",2007,"Macrourus holotrachys",36.74
"881",2007,"Muraenolepis marmoratus",86.52
"881",2007,"Muraenolepis microps",248.96
"881",2007,"Muraenolepis spp",20110.59
"881",2007,"Nototheniidae",170.26
"881",2007,"Octopodidae",24.22
"881",2007,"Ommastrephes, Illex",19.4
"881",2007,"Ophiuroidea",19
"881",2007,"Pachycara brachycephalum",0.33
"881",2007,"Paralomis spp",0.26
"881",2007,"Pareledone turqueti",5.39
"881",2007,"Pogonophryne permitini",7.98
"881",2007,"Pogonophryne spp",18.7
"881",2007,"Porifera",1
"881",2007,"Pycnogonida",7.3
"881",2007,"Raja georgiana",11073.59
"881",2007,"Raja spp",25814.91
"881",2007,"Rajiformes",1066.87
"881",2007,"Teuthoidea",450
"881",2007,"Trematomus spp",248.89
"881",2008,"Actiniaria",4.6
"881",2008,"Antimora rostrata",2907.03
"881",2008,"Asteroidea",1322.3
"881",2008,"Bathyraja eatonii",100.9
"881",2008,"Bathyraja maccaini",2
"881",2008,"Channichthyidae",5700.53
"881",2008,"Chionobathyscus dewitti",664.66
"881",2008,"Dissostichus eleginoides",8667.51
"881",2008,"Dissostichus mawsoni",2250529.81
"881",2008,"Euphausia superba",13.7
"881",2008,"Invertebrata",423.765
"881",2008,"Lithodes murrayi",1.45
"881",2008,"Lithodidae",4.7
"881",2008,"Mollusca",1.1
"881",2008,"Muraenolepis marmoratus",1.75
"881",2008,"Muraenolepis microps",191.6
"881",2008,"Muraenolepis spp",6937.55
"881",2008,"Nototheniidae",1443.61
"881",2008,"Octopodidae",0.3
"881",2008,"Paralomis aculeata",1.5
"881",2008,"Pleuragramma antarcticum",592
"881",2008,"Pogonophryne permitini",5.8
"881",2008,"Pogonophryne scotti",13
"881",2008,"Pogonophryne spp",11.57
"881",2008,"Porifera",116.5
"881",2008,"Raja georgiana",3703.98
"881",2008,"Rajiformes",75.03
"881",2008,"Teuthoidea",242
"881",2009,"Antimora rostrata",1693.89
"881",2009,"Asteroidea",110.23
"881",2009,"Bathyraja eatonii",1783.79
"881",2009,"Bathyraja maccaini",9
"881",2009,"Chaenocephalus aceratus",145.4
"881",2009,"Channichthyidae",4798.07
"881",2009,"Chionobathyscus dewitti",391.8
"881",2009,"Dissostichus eleginoides",16801.14
"881",2009,"Dissostichus mawsoni",2431517.78
"881",2009,"Invertebrata",290.901
"881",2009,"Lampris immaculatus",141
"881",2009,"Lithodidae",0.59
"881",2009,"Muraenolepis microps",105.2
"881",2009,"Muraenolepis spp",7814.29
"881",2009,"Nototheniidae",0.5
"881",2009,"Octopodidae",10.96
"881",2009,"Pachycara brachycephalum",44.7
"881",2009,"Pogonophryne permitini",2.95
"881",2009,"Pogonophryne scotti",3.3
"881",2009,"Pogonophryne spp",0.7
"881",2009,"Raja georgiana",5017.03
"881",2009,"Rajiformes",340.9
"881",2010,"Antimora rostrata",1682.004
"881",2010,"Asteroidea",149.78
"881",2010,"Bathyraja eatonii",1084.77
"881",2010,"Channichthyidae",3898.1
"881",2010,"Chionobathyscus dewitti",1083.1
"881",2010,"Dissostichus eleginoides",451.89
"881",2010,"Dissostichus mawsoni",2868429.22
"881",2010,"Invertebrata",66.8
"881",2010,"Lampris immaculatus",97
"881",2010,"Lithodidae",8.21
"881",2010,"Macrourus carinatus",1196.4
"881",2010,"Muraenolepis marmoratus",99.2
"881",2010,"Muraenolepis microps",1550.88
"881",2010,"Muraenolepis spp",6530.19
"881",2010,"Nototheniidae",60.44
"881",2010,"Octopodidae",83.02
"881",2010,"Pagothenia hansoni",3.7
"881",2010,"Pogonophryne permitini",1
"881",2010,"Pogonophryne scotti",2.2
"881",2010,"Pogonophryne spp",25.49
"881",2010,"Raja georgiana",5447.22
"881",2010,"Raja spp",675.26
"881",2010,"Rajiformes",924.45
"881",2010,"Trematomus loennbergii",1
"881",2011,"Actiniaria",29.3
"881",2011,"Antimora rostrata",815.04
"881",2011,"Asteroidea",8.93
"881",2011,"Bathyraja eatonii",533.3
"881",2011,"Bathyraja maccaini",151.3
"881",2011,"Channichthyidae",1099.54
"881",2011,"Chionobathyscus dewitti",179.82
"881",2011,"Dissostichus eleginoides",2625.44
"881",2011,"Dissostichus mawsoni",2836465.17
"881",2011,"Invertebrata",47.499
"881",2011,"Lampris guttatus",22.1
"881",2011,"Lampris immaculatus",66
"881",2011,"Lepidion spp",3
"881",2011,"Lithodidae",0.6
"881",2011,"Macrourus carinatus",1875
"881",2011,"Muraenolepis microps",101.91
"881",2011,"Muraenolepis spp",5470.16
"881",2011,"Nototheniidae",140.38
"881",2011,"Octopodidae",2.685
"881",2011,"Pennatulacea",0.65
"881",2011,"Pogonophryne permitini",0.93
"881",2011,"Pogonophryne spp",4.89
"881",2011,"Porifera",2
"881",2011,"Raja georgiana",2187.9
"881",2011,"Rajiformes",1348.92
"881",2011,"Stylasteridae",21
"881",2012,"Antimora rostrata",706.9
"881",2012,"Asteroidea",0.8
"881",2012,"Bathydraco antarcticus",0.1
"881",2012,"Bathyraja eatonii",179.5
"881",2012,"Bathyraja maccaini",159.3
"881",2012,"Channichthyidae",1236.6
"881",2012,"Chionobathyscus dewitti",67.2
"881",2012,"Dissostichus eleginoides",4893.3
"881",2012,"Dissostichus mawsoni",3173044.2
"881",2012,"Lepidion spp",21.9
"881",2012,"Lithodidae",1.3
"881",2012,"Macrourus carinatus",6.4
"881",2012,"Moridae",10
"881",2012,"Muraenolepis marmoratus",5.6
"881",2012,"Muraenolepis microps",1.2
"881",2012,"Muraenolepis orangiensis",13
"881",2012,"Muraenolepis spp",1754.5
"881",2012,"Nototheniidae",192.6
"881",2012,"Octopodidae",104.4
"881",2012,"Paralomis aculeata",0.2
"881",2012,"Pogonophryne permitini",34.3
"881",2012,"Pogonophryne scotti",4.9
"881",2012,"Pogonophryne spp",3.9
"881",2012,"Raja georgiana",57
"881",2012,"Rajiformes",1092.9
"882",1980,"Euphausia superba",47000
"882",1991,"Euphausia superba",746000
"882",2002,"Antimora rostrata",10
"882",2002,"Dissostichus eleginoides",80
"882",2002,"Dissostichus mawsoni",41200
"882",2002,"Muraenolepis spp",50
"882",2002,"Raja georgiana",270
"882",2003,"Antimora rostrata",1708
"882",2003,"Channichthyidae",5824
"882",2003,"Dissostichus mawsoni",106380
"882",2003,"Muraenolepis spp",122
"882",2004,"Antimora rostrata",5752
"882",2004,"Asteroidea",0.3
"882",2004,"Bathyraja eatonii",5
"882",2004,"Bathyraja maccaini",86
"882",2004,"Channichthyidae",2451
"882",2004,"Dissostichus eleginoides",18
"882",2004,"Dissostichus mawsoni",374491
"882",2004,"Lithodes murrayi",0.305
"882",2004,"Muraenolepis spp",41.205
"882",2004,"Nototheniidae",130
"882",2004,"Octopodidae",2
"882",2005,"Antimora rostrata",1899.8
"882",2005,"Bathyraja eatonii",3.46
"882",2005,"Channichthyidae",1532.2
"882",2005,"Dissostichus eleginoides",15.03
"882",2005,"Dissostichus mawsoni",410504.17
"882",2005,"Lithodidae",0.1
"882",2005,"Muraenolepis microps",42.6
"882",2005,"Muraenolepis spp",8.8
"882",2005,"Pleuragramma antarcticum",30
"882",2006,"Antimora rostrata",1044.93
"882",2006,"Asteroidea",0.39
"882",2006,"Bathyraja eatonii",8
"882",2006,"Channichthyidae",1110.98
"882",2006,"Dissostichus mawsoni",513639.8
"882",2006,"Lithodidae",12.63
"882",2006,"Muraenolepis spp",765.15
"882",2006,"Nototheniidae",67.8
"882",2006,"Raja georgiana",49.47
"882",2007,"Antimora rostrata",6277.34
"882",2007,"Asteroidea",0.6
"882",2007,"Channichthyidae",5078.96
"882",2007,"Dissostichus mawsoni",346693.03
"882",2007,"Lithodidae",0.2
"882",2007,"Muraenolepis microps",30.1
"882",2007,"Muraenolepis spp",1163.26
"882",2007,"Raja georgiana",20
"882",2007,"Raja spp",104.17
"882",2008,"Antimora rostrata",1994.2
"882",2008,"Channichthyidae",1936.28
"882",2008,"Chionobathyscus dewitti",14.6
"882",2008,"Dissostichus eleginoides",65
"882",2008,"Dissostichus mawsoni",415731.78
"882",2008,"Moroteuthis ingens",10
"882",2008,"Muraenolepis microps",26
"882",2008,"Muraenolepis spp",437.82
"882",2009,"Antimora rostrata",6786.14
"882",2009,"Asteroidea",741.25
"882",2009,"Bathyraja eatonii",58.08
"882",2009,"Channichthyidae",5218.2
"882",2009,"Chionobathyscus dewitti",228.5
"882",2009,"Dissostichus eleginoides",16
"882",2009,"Dissostichus mawsoni",483653.62
"882",2009,"Invertebrata",6.88
"882",2009,"Lithodidae",0.94
"882",2009,"Muraenolepis microps",7.5
"882",2009,"Muraenolepis spp",1159.93
"882",2009,"Nototheniidae",28.45
"882",2009,"Octopodidae",21.72
"882",2009,"Rajiformes",17.7
"882",2009,"Trematomus spp",0.4
"882",2010,"Aethotaxis mitopteryx",1
"882",2010,"Antimora rostrata",4918.45
"882",2010,"Channichthyidae",7017.58
"882",2010,"Chionobathyscus dewitti",2095.2
"882",2010,"Dissostichus mawsoni",314272.63
"882",2010,"Muraenolepis microps",78.8
"882",2010,"Muraenolepis spp",764.4
"882",2010,"Paralomis spp",6
"882",2010,"Pogonophryne spp",11
"882",2010,"Trematomus lepidorhinus",0.5
"882",2011,"Actiniaria",17
"882",2011,"Antimora rostrata",4967.94
"882",2011,"Asteroidea",1.16
"882",2011,"Channichthyidae",5981.43
"882",2011,"Chionobathyscus dewitti",1237.22
"882",2011,"Dissostichus mawsoni",589607.73
"882",2011,"Invertebrata",269.774
"882",2011,"Lithodidae",1.83
"882",2011,"Macrourus carinatus",628.19
"882",2011,"Muraenolepis marmoratus",0.2
"882",2011,"Muraenolepis microps",120.05
"882",2011,"Muraenolepis spp",502.38
"882",2011,"Nototheniidae",1.57
"882",2011,"Octopodidae",0.62
"882",2011,"Raja georgiana",106
"882",2011,"Rajiformes",16.75
"882",2011,"Stylasteridae",5
"882",2012,"Antimora rostrata",3529.4
"882",2012,"Asteroidea",4.3
"882",2012,"Bathyraja spp",196
"882",2012,"Channichthyidae",6070.4
"882",2012,"Chionobathyscus dewitti",503.2
"882",2012,"Dissostichus eleginoides",69.8
"882",2012,"Dissostichus mawsoni",424464.6
"882",2012,"Lithodidae",9.2
"882",2012,"Macrourus holotrachys",27.5
"882",2012,"Muraenolepis orangiensis",10.7
"882",2012,"Muraenolepis spp",1217.7
"882",2012,"Raja spp",83
"883",1980,"Euphausia superba",1380000
"883",1981,"Euphausia superba",545000
"883",1983,"Euphausia superba",41000
"883",1984,"Euphausia superba",436000
"883",1985,"Euphausia superba",203000
"883",1987,"Euphausia superba",31000
"883",1988,"Myctophidae",1110000
"883",1992,"Euphausia superba",50000
"883",1998,"Dissostichus eleginoides",13
"883",1998,"Dissostichus mawsoni",288
"883",1998,"Nototheniidae",65
"883",1998,"Rajiformes",22
"883",2005,"Chionodraco myersi",38.4
"883",2005,"Dissostichus eleginoides",42.8
"883",2005,"Dissostichus mawsoni",1629.8
"883",2005,"Lepidion spp",0.2
"883",2005,"Lithodidae",0.1
"883",2005,"Macrourus holotrachys",218.1
"883",2005,"Muraenolepis microps",1
"883",2011,"Chionobathyscus dewitti",99.4
"883",2011,"Dissostichus mawsoni",5230
"883",2011,"Lithodidae",4.6
"883",2011,"Pogonophryne spp",0.4
"883",2012,"Chionobathyscus dewitti",160.4
"883",2012,"Dissostichus eleginoides",144
"883",2012,"Dissostichus mawsoni",4066
"883",2012,"Muraenolepis spp",9.9
"883",2012,"Nototheniidae",0.6
"883",2012,"Pogonophryne spp",0.2
"883",2012,"Raja georgiana",19.3
